"Gene","mean","variance","variance.expected","variance.standardized"
"ACSM3",0.0591428571428571,0.240856652921243,0.250520287784465,0.961425739413425
"ZCCHC24",0.0377142857142857,0.150620667129384,0.156666186838063,0.961411458141074
"ZBTB40",0.146,0.605999999999999,0.630363395312436,0.961350237825342
"ACTR8",0.0982857142857143,0.404169681133385,0.420425657888643,0.961334479829575
"HIP1R",0.179142857142857,0.748407381700894,0.77852518338805,0.961314287154993
"MMP11",0.014,0.0532477850814519,0.0553911778975962,0.961304436960938
"MVK",0.0657142857142857,0.268329726860736,0.279138417150697,0.961278385109829
"PREX1",0.975142857142857,4.73702127138368,4.92802389049507,0.961241539538843
"MTIF3",0.491142857142857,2.18997582982894,2.2783088045282,0.96122870853868
"VPS13B",0.211428571428571,0.889837912873065,0.925732006133252,0.961226258763467
"SMURF1",0.0954285714285714,0.39214828726575,0.407986120323649,0.961180461126138
"U91328.1",0.0245714285714286,0.0965666925243947,0.100467693387666,0.961171589276773
"GTPBP1",0.252285714285714,1.07008622871841,1.11333032158367,0.961157895346145
"SCML4",0.433142857142857,1.90778949087494,1.98488826260948,0.961157122450215
"GIT2",0.816,3.85467390683054,4.0107142056562,0.961094136648874
"IL27RA",0.528,2.3704647042012,2.466541571635,0.961047943185437
"POGLUT3",0.0622857142857143,0.253907320458907,0.264203387200344,0.961029770092879
"RPS11",36.1891428571429,825.64412330053,859.137805942041,0.961014772706015
"TM4SF19",0.00371428571428571,0.0122754256318132,0.0127741664935183,0.960957072075259
"TCTE1",0.00371428571428571,0.0122754256318132,0.0127741664935183,0.960957072075259
"LINC01359",0.00371428571428571,0.0122754256318132,0.0127741664935183,0.960957072075258
"AF230666.1",0.00371428571428571,0.0122754256318132,0.0127741664935183,0.960957072075258
"FAM86C1",0.00371428571428571,0.0122754256318132,0.0127741664935183,0.960957072075258
"CDH24",0.00371428571428571,0.0122754256318132,0.0127741664935183,0.960957072075258
"TTC8",0.00371428571428571,0.0122754256318132,0.0127741664935183,0.960957072075258
"LINC02285",0.00371428571428571,0.0122754256318132,0.0127741664935183,0.960957072075258
